title,label,category,explanation_tokens,platform
People Are Shocked After Watching This Python!,1,misleading_number,Startup|Gaming,YouTube
Gaming Demo and Walkthrough,0,none,,YouTube
This Health Trick Went Viral Overnight!,1,emotional,Students|Technology,YouTube
Everyone Is Talking About This Engineer!,1,shock_value,Kerala|Technology,YouTube
Machine Learning Basics for Students,0,none,,YouTube
Engineer Demo and Walkthrough,0,none,,YouTube
This Finance Video Is Breaking The Internet!,1,emotional,Kerala|Engineer,YouTube
I Tried Finance And THIS Happened!,1,shock_value,Finance|Python,YouTube
This Gaming Experiment Shocked Everyone!,1,curiosity_gap,Web Development|Engineer,YouTube
How Machine Learning Works Step by Step,0,none,,YouTube
This Data Science Video Is Breaking The Internet!,1,emotional,Kerala|Students,YouTube
Gaming Basics for Students,0,none,,YouTube
Top 5 Gaming Videos You Must Watch!,1,emotional,Health|Web Development,YouTube
This Kerala Trick Went Viral Overnight!,1,curiosity_gap,Engineer|Data Science,YouTube
This Mobile Video Is Breaking The Internet!,1,emotional,Startup|Cybersecurity,YouTube
Python Demo and Walkthrough,0,none,,YouTube
Finance Project Explanation,0,none,,YouTube
Everyone Is Talking About This Startup!,1,misleading_number,Data Science|Data Science,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,emotional,Cybersecurity|Gaming,YouTube
Complete Guide to Startup,0,none,,YouTube
Machine Learning Explained in 10 Minutes,0,none,,YouTube
The Truth About Health Finally Revealed!,1,curiosity_gap,Python|Finance,YouTube
Mobile Tutorial for Beginners,0,none,,YouTube
Cybersecurity Tutorial for Beginners,0,none,,YouTube
Startup Basics for Students,0,none,,YouTube
Machine Learning Tutorial for Beginners,0,none,,YouTube
Beginner Friendly Web Development Course,0,none,,YouTube
Complete Guide to Kerala,0,none,,YouTube
People Are Shocked After Watching This Data Science!,1,exaggeration,Kerala|Gaming,YouTube
This Data Science Video Is Breaking The Internet!,1,exaggeration,Mobile|Finance,YouTube
Everyone Is Talking About This Machine Learning!,1,misleading_number,AI|Python,YouTube
Beginner Friendly Gaming Course,0,none,,YouTube
Cybersecurity Basics for Students,0,none,,YouTube
Complete Guide to Python,0,none,,YouTube
Complete Guide to Health,0,none,,YouTube
Data Science Explained in 10 Minutes,0,none,,YouTube
This Health Experiment Shocked Everyone!,1,exaggeration,Health|Web Development,YouTube
You Won't Believe This Mobile Video!,1,curiosity_gap,Python|Engineer,YouTube
This Gaming Video Is Breaking The Internet!,1,exaggeration,Machine Learning|Startup,YouTube
Data Science Analysis with Real Examples,0,none,,YouTube
This Engineer Experiment Shocked Everyone!,1,curiosity_gap,Mobile|AI,YouTube
People Are Shocked After Watching This Cybersecurity!,1,curiosity_gap,Machine Learning|Technology,YouTube
Everyone Is Talking About This Data Science!,1,exaggeration,Health|Technology,YouTube
How AI Works Step by Step,0,none,,YouTube
Complete Guide to Health,0,none,,YouTube
Startup Tutorial for Beginners,0,none,,YouTube
Mobile Explained in 10 Minutes,0,none,,YouTube
Engineer Demo and Walkthrough,0,none,,YouTube
The Truth About Technology Finally Revealed!,1,misleading_number,Web Development|Health,YouTube
I Tried AI And THIS Happened!,1,misleading_number,Mobile|Gaming,YouTube
People Are Shocked After Watching This Finance!,1,emotional,AI|Finance,YouTube
Finance Demo and Walkthrough,0,none,,YouTube
Everyone Is Talking About This Mobile!,1,emotional,Cybersecurity|Students,YouTube
Complete Guide to Mobile,0,none,,YouTube
Mobile Analysis with Real Examples,0,none,,YouTube
Gaming Analysis with Real Examples,0,none,,YouTube
This Machine Learning Video Is Breaking The Internet!,1,curiosity_gap,AI|AI,YouTube
Health Review and Performance Test,0,none,,YouTube
Complete Guide to Mobile,0,none,,YouTube
Finance Review and Performance Test,0,none,,YouTube
Gaming Explained in 10 Minutes,0,none,,YouTube
Complete Guide to Engineer,0,none,,YouTube
This Engineer Trick Went Viral Overnight!,1,misleading_number,AI|Machine Learning,YouTube
Machine Learning Tutorial for Beginners,0,none,,YouTube
Mobile Basics for Students,0,none,,YouTube
Top 5 Machine Learning Videos You Must Watch!,1,curiosity_gap,AI|Data Science,YouTube
Startup Explained in 10 Minutes,0,none,,YouTube
This Startup Video Is Breaking The Internet!,1,misleading_number,Health|Web Development,YouTube
Data Science Basics for Students,0,none,,YouTube
AI Analysis with Real Examples,0,none,,YouTube
Mobile Project Explanation,0,none,,YouTube
Everyone Is Talking About This Engineer!,1,misleading_number,Gaming|Engineer,YouTube
Top 5 Cybersecurity Videos You Must Watch!,1,shock_value,Web Development|Startup,YouTube
How Mobile Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Cybersecurity!,1,exaggeration,Engineer|Python,YouTube
You Will Regret Missing This Mobile Video!,1,curiosity_gap,Data Science|AI,YouTube
Kerala Analysis with Real Examples,0,none,,YouTube
This AI Video Is Breaking The Internet!,1,shock_value,Health|Kerala,YouTube
Cybersecurity Tutorial for Beginners,0,none,,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
The Truth About Web Development Finally Revealed!,1,misleading_number,AI|Mobile,YouTube
You Will Regret Missing This Python Video!,1,exaggeration,Health|AI,YouTube
People Are Shocked After Watching This Web Development!,1,misleading_number,Kerala|Students,YouTube
Everyone Is Talking About This Startup!,1,misleading_number,Mobile|Technology,YouTube
I Tried Cybersecurity And THIS Happened!,1,emotional,Python|Web Development,YouTube
Finance Analysis with Real Examples,0,none,,YouTube
This Kerala Trick Went Viral Overnight!,1,exaggeration,Mobile|Web Development,YouTube
I Tried Machine Learning And THIS Happened!,1,curiosity_gap,Cybersecurity|Engineer,YouTube
Web Development Explained in 10 Minutes,0,none,,YouTube
Everyone Is Talking About This Health!,1,emotional,Startup|Machine Learning,YouTube
This Finance Experiment Shocked Everyone!,1,exaggeration,Engineer|Technology,YouTube
Engineer Project Explanation,0,none,,YouTube
Complete Guide to Finance,0,none,,YouTube
Mobile Demo and Walkthrough,0,none,,YouTube
This Data Science Trick Went Viral Overnight!,1,misleading_number,Startup|Python,YouTube
This Finance Video Is Breaking The Internet!,1,emotional,Web Development|AI,YouTube
Kerala Basics for Students,0,none,,YouTube
The Truth About Finance Finally Revealed!,1,emotional,Engineer|Gaming,YouTube
I Tried Startup And THIS Happened!,1,exaggeration,Web Development|Data Science,YouTube
Everyone Is Talking About This Finance!,1,curiosity_gap,Gaming|Machine Learning,YouTube
Top 5 Cybersecurity Videos You Must Watch!,1,shock_value,Cybersecurity|Mobile,YouTube
How Health Works Step by Step,0,none,,YouTube
Mobile Review and Performance Test,0,none,,YouTube
People Are Shocked After Watching This Technology!,1,curiosity_gap,Health|Web Development,YouTube
This Technology Trick Went Viral Overnight!,1,emotional,Mobile|Data Science,YouTube
Engineer Demo and Walkthrough,0,none,,YouTube
This AI Trick Went Viral Overnight!,1,emotional,Kerala|Python,YouTube
Web Development Tutorial for Beginners,0,none,,YouTube
Machine Learning Project Explanation,0,none,,YouTube
You Will Regret Missing This Health Video!,1,exaggeration,Engineer|Students,YouTube
Complete Guide to Health,0,none,,YouTube
You Won't Believe This Startup Video!,1,curiosity_gap,Data Science|AI,YouTube
Beginner Friendly Machine Learning Course,0,none,,YouTube
You Will Regret Missing This Gaming Video!,1,misleading_number,Cybersecurity|Technology,YouTube
Top 5 Finance Videos You Must Watch!,1,curiosity_gap,Gaming|Data Science,YouTube
This Health Experiment Shocked Everyone!,1,curiosity_gap,Students|Python,YouTube
Everyone Is Talking About This Gaming!,1,curiosity_gap,Kerala|Machine Learning,YouTube
This Finance Experiment Shocked Everyone!,1,misleading_number,Students|Python,YouTube
This Students Experiment Shocked Everyone!,1,misleading_number,Kerala|Technology,YouTube
People Are Shocked After Watching This Students!,1,shock_value,Machine Learning|Kerala,YouTube
Cybersecurity Basics for Students,0,none,,YouTube
Mobile Demo and Walkthrough,0,none,,YouTube
Technology Tutorial for Beginners,0,none,,YouTube
You Won't Believe This Python Video!,1,exaggeration,Cybersecurity|Cybersecurity,YouTube
People Are Shocked After Watching This Finance!,1,misleading_number,Web Development|Finance,YouTube
Data Science Analysis with Real Examples,0,none,,YouTube
Python Analysis with Real Examples,0,none,,YouTube
Everyone Is Talking About This Gaming!,1,emotional,Startup|Engineer,YouTube
The Truth About Python Finally Revealed!,1,emotional,Data Science|Startup,YouTube
You Won't Believe This Students Video!,1,misleading_number,Technology|Web Development,YouTube
You Will Regret Missing This Cybersecurity Video!,1,curiosity_gap,Finance|Cybersecurity,YouTube
Students Tutorial for Beginners,0,none,,YouTube
This Python Experiment Shocked Everyone!,1,misleading_number,Mobile|Startup,YouTube
You Won't Believe This AI Video!,1,shock_value,Machine Learning|AI,YouTube
I Tried Engineer And THIS Happened!,1,exaggeration,Data Science|Mobile,YouTube
I Tried Health And THIS Happened!,1,curiosity_gap,Cybersecurity|Machine Learning,YouTube
Top 5 Technology Videos You Must Watch!,1,emotional,Engineer|Engineer,YouTube
Top 5 Technology Videos You Must Watch!,1,shock_value,AI|Machine Learning,YouTube
Mobile Demo and Walkthrough,0,none,,YouTube
Gaming Explained in 10 Minutes,0,none,,YouTube
Students Basics for Students,0,none,,YouTube
This Python Experiment Shocked Everyone!,1,emotional,Mobile|Engineer,YouTube
How Engineer Works Step by Step,0,none,,YouTube
Beginner Friendly Gaming Course,0,none,,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
People Are Shocked After Watching This Finance!,1,exaggeration,Cybersecurity|Web Development,YouTube
Kerala Review and Performance Test,0,none,,YouTube
This Kerala Trick Went Viral Overnight!,1,misleading_number,Cybersecurity|Mobile,YouTube
People Are Shocked After Watching This Finance!,1,curiosity_gap,Students|Health,YouTube
Beginner Friendly Engineer Course,0,none,,YouTube
This Cybersecurity Experiment Shocked Everyone!,1,emotional,Health|Kerala,YouTube
Top 5 Students Videos You Must Watch!,1,exaggeration,Students|Technology,YouTube
Data Science Analysis with Real Examples,0,none,,YouTube
You Will Regret Missing This Students Video!,1,shock_value,AI|AI,YouTube
Complete Guide to Cybersecurity,0,none,,YouTube
Cybersecurity Project Explanation,0,none,,YouTube
People Are Shocked After Watching This Python!,1,emotional,Data Science|Startup,YouTube
Machine Learning Project Explanation,0,none,,YouTube
How Machine Learning Works Step by Step,0,none,,YouTube
Web Development Explained in 10 Minutes,0,none,,YouTube
I Tried Finance And THIS Happened!,1,exaggeration,Mobile|Web Development,YouTube
You Will Regret Missing This Python Video!,1,misleading_number,Cybersecurity|Technology,YouTube
People Are Shocked After Watching This Students!,1,exaggeration,Kerala|Gaming,YouTube
This Mobile Trick Went Viral Overnight!,1,shock_value,Kerala|Health,YouTube
I Tried Machine Learning And THIS Happened!,1,shock_value,Technology|Finance,YouTube
How Python Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Engineer!,1,shock_value,Gaming|Startup,YouTube
Beginner Friendly Students Course,0,none,,YouTube
Startup Project Explanation,0,none,,YouTube
Finance Tutorial for Beginners,0,none,,YouTube
Beginner Friendly Machine Learning Course,0,none,,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
Health Demo and Walkthrough,0,none,,YouTube
The Truth About Gaming Finally Revealed!,1,shock_value,Gaming|Python,YouTube
Startup Tutorial for Beginners,0,none,,YouTube
Finance Analysis with Real Examples,0,none,,YouTube
Technology Review and Performance Test,0,none,,YouTube
Gaming Explained in 10 Minutes,0,none,,YouTube
Finance Analysis with Real Examples,0,none,,YouTube
How Finance Works Step by Step,0,none,,YouTube
Startup Project Explanation,0,none,,YouTube
I Tried Python And THIS Happened!,1,misleading_number,Students|Startup,YouTube
This Kerala Trick Went Viral Overnight!,1,shock_value,Python|Technology,YouTube
You Won't Believe This Technology Video!,1,emotional,Startup|Cybersecurity,YouTube
You Won't Believe This Python Video!,1,misleading_number,Web Development|Machine Learning,YouTube
Startup Review and Performance Test,0,none,,YouTube
You Won't Believe This Web Development Video!,1,curiosity_gap,Health|Cybersecurity,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
You Won't Believe This Python Video!,1,emotional,Finance|Data Science,YouTube
The Truth About AI Finally Revealed!,1,emotional,Web Development|Health,YouTube
Everyone Is Talking About This AI!,1,curiosity_gap,Health|Data Science,YouTube
Top 5 Web Development Videos You Must Watch!,1,curiosity_gap,AI|Gaming,YouTube
This Technology Trick Went Viral Overnight!,1,misleading_number,Engineer|Startup,YouTube
You Won't Believe This Mobile Video!,1,misleading_number,Health|Students,YouTube
People Are Shocked After Watching This Machine Learning!,1,misleading_number,Machine Learning|Cybersecurity,YouTube
Health Project Explanation,0,none,,YouTube
Everyone Is Talking About This Technology!,1,emotional,Health|Web Development,YouTube
Top 5 Mobile Videos You Must Watch!,1,shock_value,Cybersecurity|Health,YouTube
Web Development Analysis with Real Examples,0,none,,YouTube
I Tried Python And THIS Happened!,1,curiosity_gap,Engineer|Python,YouTube
This Data Science Experiment Shocked Everyone!,1,shock_value,Students|Health,YouTube
Complete Guide to Technology,0,none,,YouTube
Top 5 Finance Videos You Must Watch!,1,exaggeration,Mobile|AI,YouTube
This Machine Learning Experiment Shocked Everyone!,1,misleading_number,Cybersecurity|Engineer,YouTube
Mobile Analysis with Real Examples,0,none,,YouTube
Cybersecurity Tutorial for Beginners,0,none,,YouTube
Top 5 Mobile Videos You Must Watch!,1,exaggeration,Health|Technology,YouTube
Finance Analysis with Real Examples,0,none,,YouTube
Web Development Project Explanation,0,none,,YouTube
Finance Explained in 10 Minutes,0,none,,YouTube
Everyone Is Talking About This Students!,1,curiosity_gap,Mobile|Python,YouTube
People Are Shocked After Watching This Health!,1,misleading_number,Kerala|Kerala,YouTube
People Are Shocked After Watching This Engineer!,1,shock_value,Python|Data Science,YouTube
Engineer Basics for Students,0,none,,YouTube
Everyone Is Talking About This AI!,1,curiosity_gap,Python|Cybersecurity,YouTube
Python Demo and Walkthrough,0,none,,YouTube
Everyone Is Talking About This Python!,1,curiosity_gap,Kerala|Startup,YouTube
Startup Tutorial for Beginners,0,none,,YouTube
Machine Learning Analysis with Real Examples,0,none,,YouTube
Beginner Friendly Gaming Course,0,none,,YouTube
This Engineer Trick Went Viral Overnight!,1,exaggeration,Startup|Students,YouTube
AI Analysis with Real Examples,0,none,,YouTube
The Truth About Mobile Finally Revealed!,1,shock_value,AI|Mobile,YouTube
You Will Regret Missing This Finance Video!,1,shock_value,Students|Health,YouTube
The Truth About Cybersecurity Finally Revealed!,1,exaggeration,Health|Finance,YouTube
Complete Guide to Python,0,none,,YouTube
People Are Shocked After Watching This Students!,1,shock_value,Cybersecurity|Finance,YouTube
Complete Guide to Health,0,none,,YouTube
Kerala Review and Performance Test,0,none,,YouTube
This Students Experiment Shocked Everyone!,1,exaggeration,Machine Learning|Python,YouTube
AI Review and Performance Test,0,none,,YouTube
People Are Shocked After Watching This Health!,1,exaggeration,Students|Kerala,YouTube
Everyone Is Talking About This Technology!,1,emotional,AI|Finance,YouTube
Everyone Is Talking About This Gaming!,1,shock_value,Python|Engineer,YouTube
People Are Shocked After Watching This Technology!,1,exaggeration,Web Development|Data Science,YouTube
I Tried Startup And THIS Happened!,1,exaggeration,Students|AI,YouTube
The Truth About Machine Learning Finally Revealed!,1,emotional,Engineer|Web Development,YouTube
This Cybersecurity Experiment Shocked Everyone!,1,exaggeration,Cybersecurity|Python,YouTube
Technology Basics for Students,0,none,,YouTube
Kerala Tutorial for Beginners,0,none,,YouTube
You Will Regret Missing This Startup Video!,1,misleading_number,Web Development|Python,YouTube
You Will Regret Missing This Web Development Video!,1,misleading_number,Kerala|Machine Learning,YouTube
I Tried Python And THIS Happened!,1,shock_value,Mobile|Cybersecurity,YouTube
This AI Video Is Breaking The Internet!,1,emotional,AI|Cybersecurity,YouTube
The Truth About Mobile Finally Revealed!,1,curiosity_gap,Python|Engineer,YouTube
You Won't Believe This Machine Learning Video!,1,shock_value,Technology|Engineer,YouTube
How Machine Learning Works Step by Step,0,none,,YouTube
Complete Guide to AI,0,none,,YouTube
This Mobile Trick Went Viral Overnight!,1,misleading_number,Health|Kerala,YouTube
Beginner Friendly Data Science Course,0,none,,YouTube
I Tried Cybersecurity And THIS Happened!,1,emotional,Cybersecurity|Finance,YouTube
I Tried Python And THIS Happened!,1,emotional,Students|Health,YouTube
This Web Development Video Is Breaking The Internet!,1,curiosity_gap,Kerala|AI,YouTube
Top 5 Gaming Videos You Must Watch!,1,shock_value,Cybersecurity|Python,YouTube
Startup Tutorial for Beginners,0,none,,YouTube
This Health Trick Went Viral Overnight!,1,shock_value,Python|AI,YouTube
Students Analysis with Real Examples,0,none,,YouTube
This Machine Learning Experiment Shocked Everyone!,1,shock_value,Students|Data Science,YouTube
Data Science Basics for Students,0,none,,YouTube
This Data Science Experiment Shocked Everyone!,1,exaggeration,Engineer|Kerala,YouTube
Engineer Explained in 10 Minutes,0,none,,YouTube
I Tried Data Science And THIS Happened!,1,shock_value,Technology|Web Development,YouTube
Top 5 Finance Videos You Must Watch!,1,emotional,Python|Kerala,YouTube
People Are Shocked After Watching This Cybersecurity!,1,misleading_number,Python|AI,YouTube
Data Science Project Explanation,0,none,,YouTube
Kerala Basics for Students,0,none,,YouTube
You Will Regret Missing This Kerala Video!,1,misleading_number,Data Science|Gaming,YouTube
Gaming Explained in 10 Minutes,0,none,,YouTube
Gaming Project Explanation,0,none,,YouTube
Complete Guide to Cybersecurity,0,none,,YouTube
Top 5 Health Videos You Must Watch!,1,shock_value,Cybersecurity|Startup,YouTube
Top 5 Web Development Videos You Must Watch!,1,emotional,Students|Health,YouTube
I Tried Health And THIS Happened!,1,misleading_number,Gaming|Startup,YouTube
I Tried Web Development And THIS Happened!,1,emotional,Gaming|Students,YouTube
Complete Guide to Technology,0,none,,YouTube
You Won't Believe This Web Development Video!,1,shock_value,Mobile|Health,YouTube
Finance Project Explanation,0,none,,YouTube
I Tried Web Development And THIS Happened!,1,emotional,Technology|Finance,YouTube
Data Science Review and Performance Test,0,none,,YouTube
Everyone Is Talking About This Data Science!,1,exaggeration,Engineer|Students,YouTube
This Cybersecurity Video Is Breaking The Internet!,1,exaggeration,Startup|Technology,YouTube
Cybersecurity Review and Performance Test,0,none,,YouTube
Mobile Explained in 10 Minutes,0,none,,YouTube
You Will Regret Missing This Finance Video!,1,exaggeration,Gaming|Cybersecurity,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,curiosity_gap,Cybersecurity|Students,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
Kerala Project Explanation,0,none,,YouTube
I Tried AI And THIS Happened!,1,shock_value,Machine Learning|Kerala,YouTube
This Health Trick Went Viral Overnight!,1,curiosity_gap,Students|Health,YouTube
Complete Guide to Mobile,0,none,,YouTube
Beginner Friendly AI Course,0,none,,YouTube
The Truth About Data Science Finally Revealed!,1,curiosity_gap,Finance|Students,YouTube
Web Development Tutorial for Beginners,0,none,,YouTube
Startup Explained in 10 Minutes,0,none,,YouTube
Kerala Review and Performance Test,0,none,,YouTube
Mobile Explained in 10 Minutes,0,none,,YouTube
This Kerala Experiment Shocked Everyone!,1,shock_value,Engineer|Cybersecurity,YouTube
Kerala Review and Performance Test,0,none,,YouTube
This Mobile Video Is Breaking The Internet!,1,misleading_number,Finance|Python,YouTube
Data Science Demo and Walkthrough,0,none,,YouTube
Gaming Tutorial for Beginners,0,none,,YouTube
You Will Regret Missing This Cybersecurity Video!,1,emotional,Gaming|Machine Learning,YouTube
Engineer Tutorial for Beginners,0,none,,YouTube
AI Review and Performance Test,0,none,,YouTube
Complete Guide to Health,0,none,,YouTube
How AI Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Machine Learning!,1,misleading_number,Technology|Technology,YouTube
How Students Works Step by Step,0,none,,YouTube
Technology Explained in 10 Minutes,0,none,,YouTube
How Technology Works Step by Step,0,none,,YouTube
Everyone Is Talking About This Health!,1,exaggeration,Cybersecurity|Gaming,YouTube
I Tried Mobile And THIS Happened!,1,exaggeration,Engineer|Startup,YouTube
How Data Science Works Step by Step,0,none,,YouTube
Top 5 Kerala Videos You Must Watch!,1,shock_value,Data Science|Data Science,YouTube
You Won't Believe This Engineer Video!,1,misleading_number,Gaming|Gaming,YouTube
This Gaming Trick Went Viral Overnight!,1,exaggeration,Technology|Finance,YouTube
Kerala Tutorial for Beginners,0,none,,YouTube
This Finance Experiment Shocked Everyone!,1,misleading_number,Machine Learning|Web Development,YouTube
This Finance Experiment Shocked Everyone!,1,exaggeration,Startup|Web Development,YouTube
Python Demo and Walkthrough,0,none,,YouTube
You Will Regret Missing This Technology Video!,1,emotional,Machine Learning|Machine Learning,YouTube
Kerala Demo and Walkthrough,0,none,,YouTube
Beginner Friendly Startup Course,0,none,,YouTube
Kerala Explained in 10 Minutes,0,none,,YouTube
Health Tutorial for Beginners,0,none,,YouTube
AI Project Explanation,0,none,,YouTube
Technology Tutorial for Beginners,0,none,,YouTube
You Won't Believe This Mobile Video!,1,emotional,AI|Machine Learning,YouTube
Top 5 Python Videos You Must Watch!,1,curiosity_gap,Gaming|Python,YouTube
You Won't Believe This Kerala Video!,1,shock_value,Startup|Technology,YouTube
Top 5 Data Science Videos You Must Watch!,1,exaggeration,Gaming|Kerala,YouTube
You Will Regret Missing This Finance Video!,1,exaggeration,Finance|Technology,YouTube
Top 5 Students Videos You Must Watch!,1,misleading_number,Cybersecurity|Cybersecurity,YouTube
You Will Regret Missing This Health Video!,1,curiosity_gap,Students|Mobile,YouTube
You Won't Believe This Mobile Video!,1,misleading_number,Machine Learning|Gaming,YouTube
Kerala Review and Performance Test,0,none,,YouTube
Data Science Tutorial for Beginners,0,none,,YouTube
Everyone Is Talking About This Engineer!,1,emotional,Python|Machine Learning,YouTube
Engineer Review and Performance Test,0,none,,YouTube
Students Project Explanation,0,none,,YouTube
Cybersecurity Tutorial for Beginners,0,none,,YouTube
This Data Science Trick Went Viral Overnight!,1,exaggeration,Health|Technology,YouTube
Everyone Is Talking About This Finance!,1,curiosity_gap,Finance|Web Development,YouTube
This Mobile Experiment Shocked Everyone!,1,curiosity_gap,Mobile|Gaming,YouTube
Machine Learning Tutorial for Beginners,0,none,,YouTube
Top 5 Machine Learning Videos You Must Watch!,1,emotional,Kerala|Cybersecurity,YouTube
You Won't Believe This Technology Video!,1,curiosity_gap,Kerala|Mobile,YouTube
You Won't Believe This Finance Video!,1,emotional,AI|Data Science,YouTube
Kerala Project Explanation,0,none,,YouTube
You Won't Believe This AI Video!,1,emotional,Finance|Gaming,YouTube
Health Review and Performance Test,0,none,,YouTube
Finance Basics for Students,0,none,,YouTube
AI Project Explanation,0,none,,YouTube
Health Analysis with Real Examples,0,none,,YouTube
I Tried Startup And THIS Happened!,1,misleading_number,Health|Web Development,YouTube
You Will Regret Missing This Finance Video!,1,curiosity_gap,Technology|Cybersecurity,YouTube
How Finance Works Step by Step,0,none,,YouTube
You Won't Believe This Health Video!,1,curiosity_gap,Startup|Data Science,YouTube
Everyone Is Talking About This AI!,1,shock_value,Cybersecurity|Cybersecurity,YouTube
Top 5 Mobile Videos You Must Watch!,1,curiosity_gap,Mobile|Gaming,YouTube
People Are Shocked After Watching This Kerala!,1,exaggeration,Students|Engineer,YouTube
Complete Guide to Health,0,none,,YouTube
People Are Shocked After Watching This Engineer!,1,misleading_number,Finance|Engineer,YouTube
Data Science Explained in 10 Minutes,0,none,,YouTube
Engineer Demo and Walkthrough,0,none,,YouTube
Technology Explained in 10 Minutes,0,none,,YouTube
Data Science Review and Performance Test,0,none,,YouTube
Technology Basics for Students,0,none,,YouTube
Startup Analysis with Real Examples,0,none,,YouTube
Complete Guide to Gaming,0,none,,YouTube
AI Explained in 10 Minutes,0,none,,YouTube
AI Project Explanation,0,none,,YouTube
The Truth About Health Finally Revealed!,1,misleading_number,Web Development|Startup,YouTube
I Tried Python And THIS Happened!,1,exaggeration,Machine Learning|Gaming,YouTube
Complete Guide to AI,0,none,,YouTube
Top 5 Web Development Videos You Must Watch!,1,emotional,Gaming|Technology,YouTube
Data Science Analysis with Real Examples,0,none,,YouTube
Everyone Is Talking About This Cybersecurity!,1,exaggeration,Engineer|Data Science,YouTube
Beginner Friendly Web Development Course,0,none,,YouTube
Everyone Is Talking About This Machine Learning!,1,exaggeration,Python|Kerala,YouTube
This Health Trick Went Viral Overnight!,1,curiosity_gap,Kerala|Web Development,YouTube
Complete Guide to Startup,0,none,,YouTube
I Tried AI And THIS Happened!,1,curiosity_gap,Gaming|Web Development,YouTube
Cybersecurity Project Explanation,0,none,,YouTube
You Won't Believe This Kerala Video!,1,shock_value,Students|Python,YouTube
AI Basics for Students,0,none,,YouTube
This Students Trick Went Viral Overnight!,1,curiosity_gap,Web Development|Health,YouTube
How Startup Works Step by Step,0,none,,YouTube
Top 5 Engineer Videos You Must Watch!,1,exaggeration,Data Science|Startup,YouTube
The Truth About Machine Learning Finally Revealed!,1,emotional,Students|AI,YouTube
Complete Guide to Health,0,none,,YouTube
I Tried Finance And THIS Happened!,1,curiosity_gap,Engineer|AI,YouTube
The Truth About AI Finally Revealed!,1,curiosity_gap,Cybersecurity|Health,YouTube
Beginner Friendly Finance Course,0,none,,YouTube
I Tried Mobile And THIS Happened!,1,curiosity_gap,Gaming|Health,YouTube
Mobile Tutorial for Beginners,0,none,,YouTube
Machine Learning Demo and Walkthrough,0,none,,YouTube
Kerala Review and Performance Test,0,none,,YouTube
This Health Experiment Shocked Everyone!,1,exaggeration,Python|Finance,YouTube
This Kerala Video Is Breaking The Internet!,1,curiosity_gap,Machine Learning|Students,YouTube
Students Project Explanation,0,none,,YouTube
This AI Video Is Breaking The Internet!,1,misleading_number,Students|Cybersecurity,YouTube
You Will Regret Missing This Python Video!,1,shock_value,Kerala|Technology,YouTube
The Truth About Machine Learning Finally Revealed!,1,shock_value,Startup|Health,YouTube
Finance Demo and Walkthrough,0,none,,YouTube
Mobile Project Explanation,0,none,,YouTube
The Truth About Technology Finally Revealed!,1,exaggeration,Cybersecurity|Kerala,YouTube
Health Explained in 10 Minutes,0,none,,YouTube
Kerala Analysis with Real Examples,0,none,,YouTube
Python Demo and Walkthrough,0,none,,YouTube
Students Demo and Walkthrough,0,none,,YouTube
Technology Analysis with Real Examples,0,none,,YouTube
Mobile Basics for Students,0,none,,YouTube
The Truth About Finance Finally Revealed!,1,misleading_number,Web Development|Python,YouTube
This Python Trick Went Viral Overnight!,1,shock_value,AI|Web Development,YouTube
Python Review and Performance Test,0,none,,YouTube
Everyone Is Talking About This Gaming!,1,curiosity_gap,Startup|Startup,YouTube
Gaming Review and Performance Test,0,none,,YouTube
Complete Guide to Mobile,0,none,,YouTube
Mobile Basics for Students,0,none,,YouTube
You Will Regret Missing This Health Video!,1,misleading_number,Kerala|Gaming,YouTube
People Are Shocked After Watching This Engineer!,1,curiosity_gap,Web Development|Health,YouTube
Gaming Analysis with Real Examples,0,none,,YouTube
Beginner Friendly Students Course,0,none,,YouTube
Machine Learning Explained in 10 Minutes,0,none,,YouTube
Machine Learning Project Explanation,0,none,,YouTube
I Tried Finance And THIS Happened!,1,shock_value,Startup|Cybersecurity,YouTube
You Will Regret Missing This Machine Learning Video!,1,exaggeration,Kerala|Technology,YouTube
This Cybersecurity Trick Went Viral Overnight!,1,emotional,Students|Data Science,YouTube
Technology Project Explanation,0,none,,YouTube
Web Development Demo and Walkthrough,0,none,,YouTube
Top 5 Startup Videos You Must Watch!,1,curiosity_gap,Python|Health,YouTube
I Tried Startup And THIS Happened!,1,exaggeration,Mobile|Students,YouTube
The Truth About Cybersecurity Finally Revealed!,1,shock_value,Students|Mobile,YouTube
I Tried Gaming And THIS Happened!,1,curiosity_gap,Finance|Kerala,YouTube
This Finance Video Is Breaking The Internet!,1,misleading_number,Health|Python,YouTube
Health Project Explanation,0,none,,YouTube
Technology Analysis with Real Examples,0,none,,YouTube
Cybersecurity Tutorial for Beginners,0,none,,YouTube
Technology Demo and Walkthrough,0,none,,YouTube
Python Demo and Walkthrough,0,none,,YouTube
